Num_Qubits,Noise_Level_Single,Noise_Level_Two,Eavesdropper_Present,Key_Generation_Rate,Final_Key_Length,Eavesdropper_Detected
4,0,0.01,False,23.0,92,True
4,0,0.01,True,39.75,159,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,65.0,260,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,33.0,132,False
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,18.25,73,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,65.5,262,False
4,0,0.01,False,19.0,76,True
4,0,0.01,True,11.5,46,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,65.0,260,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,8.0,32,False
4,0,0.01,False,17.75,71,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,24.0,96,True
4,0,0.01,True,17.25,69,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,18.75,75,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,37.0,148,False
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,8.25,33,True
4,0,0.01,False,37.0,148,False
4,0,0.01,True,11.5,46,False
4,0,0.01,False,24.5,98,True
4,0,0.01,True,23.0,92,True
4,0,0.01,False,19.0,76,True
4,0,0.01,True,20.5,82,True
4,0,0.01,False,33.75,135,False
4,0,0.01,True,9.0,36,False
4,0,0.01,False,33.25,133,False
4,0,0.01,True,33.0,132,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,19.5,78,True
4,0,0.01,True,36.0,144,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,23.5,94,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,17.0,68,True
4,0,0.01,False,12.5,50,True
4,0,0.01,True,11.75,47,True
4,0,0.01,False,23.5,94,True
4,0,0.01,True,28.5,114,False
4,0,0.01,False,33.0,132,False
4,0,0.01,True,38.0,152,False
4,0,0.01,False,36.0,144,False
4,0,0.01,True,0.0,0,True
4,0,0.01,False,27.5,110,True
4,0,0.01,True,19.25,77,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,23.0,92,True
4,0,0.01,False,18.5,74,True
4,0,0.01,True,18.5,74,True
4,0,0.01,False,19.25,77,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,35.0,140,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,36.0,144,False
4,0,0.01,True,66.5,266,True
4,0,0.01,False,12.0,48,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,52.5,210,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,18.75,75,True
4,0,0.01,True,65.0,260,True
4,0,0.01,False,33.25,133,False
4,0,0.01,True,34.25,137,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,18.25,73,True
4,0,0.01,False,33.0,132,False
4,0,0.01,True,66.5,266,True
4,0,0.01,False,18.75,75,True
4,0,0.01,True,53.25,213,False
4,0,0.01,False,19.5,78,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,37.0,148,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,12.0,48,True
4,0,0.01,False,18.25,73,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,66.0,264,True
4,0,0.01,False,37.5,150,False
4,0,0.01,True,41.0,164,False
4,0,0.01,False,33.75,135,False
4,0,0.01,True,9.25,37,False
4,0,0.01,False,10.5,42,True
4,0,0.01,True,25.5,102,False
4,0,0.01,False,0.0,0,True
4,0,0.01,True,0.0,0,True
4,0,0.01,False,24.5,98,True
4,0,0.01,True,17.25,69,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,8.0,32,True
4,0,0.01,False,0.0,0,True
4,0,0.01,True,35.5,142,True
4,0,0.01,False,33.25,133,False
4,0,0.01,True,7.5,30,True
4,0,0.01,False,33.5,134,False
4,0,0.01,True,0.0,0,True
4,0,0.01,False,18.75,75,True
4,0,0.01,True,124.5,498,True
4,0,0.01,False,8.75,35,True
4,0,0.01,True,33.25,133,True
4,0,0.01,False,33.25,133,False
4,0,0.01,True,126.5,506,False
4,0,0.01,False,32.75,131,False
4,0,0.01,True,0.0,0,True
4,0,0.01,False,26.5,106,True
4,0,0.01,True,0.0,0,True
4,0,0.05,False,52.0,208,False
4,0,0.05,True,0.0,0,True
